Rok(y) podpory,Název žadatele,Název projektu,Oblast podpory,Poskytovatel dotace,Přidělená částka [Kč],Název výzvy;;;;
"2024,""Základní škola generála Zdeňka Škarvady, Ostrava-Poruba, příspěvková organizace"",Učíme bilingvně na ZŠ gen. Zdeňka Škarvady II.,Oblast bilingvní a cizojazyčné výuky - výzva,Magistrát města Ostravy,300000,Program na podporu cizojazyčné výuky na území statutárního města Ostravy pro školní rok 2024/2025";;;;
"2024,""Základní škola Ostrava-Hrabůvka, Provaznická 64, příspěvková organizace"",CLIL na ZŠ Provaznická 2024,Oblast bilingvní a cizojazyčné výuky - výzva,Magistrát města Ostravy,188000,Program na podporu cizojazyčné výuky na území statutárního města Ostravy pro školní rok 2024/2025";;;;
"2024,""Základní škola Ostrava-Michálkovice, U Kříže 28, příspěvková organizace"",Jazyků se nebojíme VII,Oblast bilingvní a cizojazyčné výuky - výzva,Magistrát města Ostravy,216000,Program na podporu cizojazyčné výuky na území statutárního města Ostravy pro školní rok 2024/2025";;;;
"2024,""Základní škola a mateřská škola Ostrava-Hrabůvka, Krestova 36A, příspěvková organizace"",Škola pro život V.,Oblast bilingvní a cizojazyčné výuky - výzva,Magistrát města Ostravy,260000,Program na podporu cizojazyčné výuky na území statutárního města Ostravy pro školní rok 2024/2025";;;;
"2024,""1st International School of Ostrava - mezinárodní gymnázium, s.r.o."",Zvýšení kvality výuky a podpora moderní pedagogiky vzdělávání pro 21. století na mezinárodním gymnáziu,Oblast bilingvní a cizojazyčné výuky - program,Magistrát města Ostravy,267000,Program na podporu cizojazyčné výuky na území statutárního města Ostravy pro školní rok 2024/2025";;;;
"2024,""Mateřská škola, Ostrava-Poruba, V.Makovského 4429, příspěvková organizace"",Angličtina nás baví,Oblast bilingvní a cizojazyčné výuky - výzva,Magistrát města Ostravy,140000,Program na podporu cizojazyčné výuky na území statutárního města Ostravy pro školní rok 2024/2025";;;;
2024,LADASENIOR s.r.o.,Domov pro seniory LADA,Oblast sociální péče,Magistrát města Ostravy,280000,Mimořádná dotace;;;;
"2024,""Mateřská škola Ostrava-Výškovice, Staňkova 33, příspěvková organizace"",Anglicky v MŠ Staňkova a v MŠ Srbská III.,Oblast bilingvní a cizojazyčné výuky - výzva,Magistrát města Ostravy,169000,Program na podporu cizojazyčné výuky na území statutárního města Ostravy pro školní rok 2024/2025";;;;
2024,Musicant z.s.,Koncerty pro Ostravu,Oblast kultura,Magistrát města Ostravy,0,Mimořádná dotace;;;;
2024,Nadační fond Karla Engliše,7. ročník mezinárodní vědecké konference o evropské integraci - ICEI 2024,Oblast školství,Magistrát města Ostravy,20000,Mimořádná dotace;;;;
"2024,""Akademie karate Ostrava, z. s."",Příprava a výjezd reprezentace na Mistrovství světa a Světový pohár dětí do 13 let v tradičním karate ,Oblast sportu,Magistrát města Ostravy,100000,Mimořádná dotace";;;;
2024,Řemeslný inkubátor Ostrava z.s.,Workshopy technického zaměření pro žáky základních škol v roce 2024,Oblast školství,Magistrát města Ostravy,835000,Mimořádná dotace;;;;
"2024,""NOVÉ ČESKO, nadační fond"",REVOLUTION TRAIN,Oblast prevence kriminality - osoby,Magistrát města Ostravy,148000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2024 včetně Podmínek pro jednotlivé oblasti";;;;
2024,Nadační fond Arnošta Lustiga,JÁ CHCI BÝT ČLOVĚK - zpráva Arnošta Lustiga hvězdám a nejen jim,Oblast školství,Magistrát města Ostravy,109000,Mimořádná dotace;;;;
"2024,""SHM Klub Ostrava - Jih, z. s."",Jsme si blíž,Oblast volného času,Magistrát města Ostravy,80000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2024 včetně Podmínek pro jednotlivé oblasti";;;;
"2024,""TACYKLISTIKA, z.s."",Crosspark Ostrava - dobudování infrastruktury,Oblast sportu,Magistrát města Ostravy,550000,Mimořádná dotace";;;;
"2024,""KČT, odbor Slezský Tomík"",Mimořádná podpora celoroční činnosti,Oblast volného času,Magistrát města Ostravy,157000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2024 včetně Podmínek pro jednotlivé oblasti";;;;
"2024,""Asociace TOM ČR, TOM 9901 ČMOUDÍK"",Mimořádná podpora celoroční činnosti na rok 2024,Oblast volného času,Magistrát města Ostravy,75000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2024 včetně Podmínek pro jednotlivé oblasti";;;;
"2024,""TK SC OSTRAVA, z.s."",Summer Cup 2024,Oblast sportu,Magistrát města Ostravy,200000,Mimořádná dotace";;;;
2024,Tělovýchovná jednota Ostrava,Mistrovství České republiky ve volejbale dívek U20 a U22,Oblast sportu,Magistrát města Ostravy,150000,Mimořádná dotace;;;;
2024,Nadační fond Moonshot Platform,Moonshot Young Leaders Camp ,Oblast školství,Magistrát města Ostravy,1000000,Mimořádná dotace;;;;
"2024,""Asociace TOM ČR, TOM 4334 Bludný kruh"",25 let oddílu Bludný kruh TOM 4334,Oblast volného času,Magistrát města Ostravy,25000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2024 včetně Podmínek pro jednotlivé oblasti";;;;
2024,ing Tomáš Oboda  ,Rodinný dom Nerudova 3002/3a,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,520000,KP3 - Výzva č.3 - městské domy a industriální dědictví;;;;
2024,Římskokatolická farnost Ostrava-Poruba,Výměna střechy a další stavební úpravy na budově Farního úřadu v Ostravě-Porubě,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,1499000,KP3 - Výzva č.3 - městské domy a industriální dědictví;;;;
2024,Římskokatolická farnost Ostrava-Stará Bělá,Stavební úpravy Katolického lidového domu Stará Bělá,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,0,KP3 - Výzva č.3 - městské domy a industriální dědictví;;;;
2024,Bytové družstvo Sabina,Oprava střechy a komínů BD Sabina,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,0,KP3 - Výzva č.3 - městské domy a industriální dědictví;;;;
"2024,Bytové družstvo D A N,""Výměna výplní otvorů výkladců a dveří 1. NP bytového domu Alšovo náměstí 688/7, 708 00 Ostrava - Poruba"",Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,0,KP3 - Výzva č.3 - městské domy a industriální dědictví";;;;
2024,Římskokatolická farnost Ostrava - Hrabůvka,Repasování kostelních lavic v kostele Panny Marie Královny posvátného růžence v Ostravě-Hrabůvce,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,270000,KP4 - Výzva č.4 - sakrální stavby;;;;
2024,Římskokatolická farnost Ostrava-Vítkovice,Obnova střešní krytiny jihozápadní věže v závěru kostela sv. Pavla v Ostravě-Vítkovicích,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,465000,KP4 - Výzva č.4 - sakrální stavby;;;;
2024,Římskokatolická farnost Ostrava-Radvanice,Obnova části fasády kostela Neposkvrněného Početí Panny Marie v Ostravě-Radvanicích,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,465000,KP4 - Výzva č.4 - sakrální stavby;;;;
"2024,Bytové družstvo Porubská 552,""Oprava střechy bytového domu Porubská č.p. 552, Ostrava - Poruba"",Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,500000,KP3 - Výzva č.3 - městské domy a industriální dědictví";;;;
2024,VICTORIA realitní centrum s.r.o.,Výměna oken a výkladních skříní na objektu U-Haus,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,0,KP3 - Výzva č.3 - městské domy a industriální dědictví;;;;
2024,Akce na Landeku z.s.,DIVADELNÍ HVĚZDY NAD OSTRAVOU ,Oblast kultura,Magistrát města Ostravy,0,Mimořádná dotace;;;;
2024,Společenství vlastníků domu Českobratrská 1887,Oprava střešního pláště kopule,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,241000,KP3 - Výzva č.3 - městské domy a industriální dědictví;;;;
2024,Ing Hana Bednaříková  ,Výměna oken ve 4.NP,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,0,KP3 - Výzva č.3 - městské domy a industriální dědictví;;;;
2024,ICT Brains s.r.o.,SBVZ 2024 TEST,Oblast bilingvní a cizojazyčné výuky - výzva,Magistrát města Ostravy,0,Program na podporu cizojazyčné výuky na území statutárního města Ostravy pro školní rok 2024/2025;;;;
2024,ICT Brains s.r.o.,TEST SBPR 2024,Oblast bilingvní a cizojazyčné výuky - program,Magistrát města Ostravy,0,Program na podporu cizojazyčné výuky na území statutárního města Ostravy pro školní rok 2024/2025;;;;
2024,Bytové družstvo G. Klimenta 4,Oprava sgrafitové fasády,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,301000,KP3 - Výzva č.3 - městské domy a industriální dědictví;;;;
"2024,Ing. Petr Lukáš  ,""Obnova budovy č.p. 451/11, Ostrava"",Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,0,KP3 - Výzva č.3 - městské domy a industriální dědictví";;;;
2024,Dimitra Prusali,DRUHÁ FÁZE ZÁCHRANY ZÁMKU PORUBAObnova jižního křídla zámku,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,408000,KP3 - Výzva č.3 - městské domy a industriální dědictví;;;;
"2024,""Společně, o.p.s."",Senior point Ostrava 2024,Oblast sociální péče,Magistrát města Ostravy,48000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2024 včetně Podmínek pro jednotlivé oblasti";;;;
"2024,""Česká společnost chemická, z.s."",Sjezd chemiků (českých a slovenských společností),Oblast školství,Magistrát města Ostravy,40000,Mimořádná dotace";;;;
"2024,""Pedagogicko-psychologická poradna, Ostrava-Zábřeh, příspěvková organizace"",Zvládneme to sami,Oblast prevence kriminality - osoby,Magistrát města Ostravy,447000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2024 včetně Podmínek pro jednotlivé oblasti";;;;
2024,Římskokatolická farnost Ostrava-Hrušov,Restaurování dveří kostela sv. Františka a Viktora,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,0,KP4 - Výzva č.4 - sakrální stavby;;;;
2024,Římskokatolická farnost Ostrava-Hrušov,Restaurování zpovědnice v kostele sv. Františka a Viktora v Ostravě-Hrušově,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,0,KP4 - Výzva č.4 - sakrální stavby;;;;
2024,Bytové družstvo Porubská 549,Oprava fasády a balustrád BD,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,1500000,KP3 - Výzva č.3 - městské domy a industriální dědictví;;;;
2024,Český volejbalový svaz,CEV Golden league Final four 2024,Oblast sportu,Magistrát města Ostravy,1000000,Mimořádná dotace;;;;
"2024,Severomoravský tenisový svaz,""Czech-Polish Friendship Tour 2024/Česko-Polský pohár přátelství statutárního města Ostravy, regionu Moravskoslezského kraje, Slezského vojvodství v tenise kategorie mladšího žactva U12"",Oblast sportu,Magistrát města Ostravy,125000,Mimořádná dotace";;;;
2024,Římskokatolická farnost Ostrava-Mariánské Hory,Oprava vstupního schodiště kostela Panny Marie Královny - etapa 2024,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,300000,KP4 - Výzva č.4 - sakrální stavby;;;;
2024,Handballclub HM Ostrava z. s.,Mistrovství světa v házené seniorských klubů (MHWC 2024) Chorvatsko (Omiš),Oblast sportu,Magistrát města Ostravy,0,Mimořádná dotace;;;;
"2024,""Gymnastický klub Vítkovice, z.s."",Podpora talentované mládeže zařazené do Sportovního střediska  GK Vítkovice,Oblast sportu,Magistrát města Ostravy,200000,Mimořádná dotace";;;;
"2024,Kick - box „SPIKE“  Ostrava z.s,""MS v kickboxu, Chomutov 2024"",Oblast sportu,Magistrát města Ostravy,0,Mimořádná dotace";;;;
2024,Kick - box „SPIKE“  Ostrava z.s,ME San Marino 2024,Oblast sportu,Magistrát města Ostravy,0,Mimořádná dotace;;;;
"2024,""Sdružení sportovních klubů Vítkovice, z.s."",OSLAVY 100. VÝROČÍ ZALOŽENÍ VÍTKOVICKÉ ATLETIKY,Oblast sportu,Magistrát města Ostravy,0,Mimořádná dotace";;;;
"2024,MIKASA z.s.,""Domov MIKASA - místo pro život osob s autismem, mentálním postižením a chováním náročným na péči"",Oblast sociální péče,Magistrát města Ostravy,2713000,Mimořádná dotace";;;;
"2024,""Česká federace mažoretkového sportu, z.s."",XI.Mistrovství světa v mažoretkovém sportu a V. Světový mažoretkový pohár,Oblast sportu,Magistrát města Ostravy,200000,Mimořádná dotace";;;;
2024,Tělocvičná jednota Sokol Ostrava - Plesná,Plesenský park – revitalizace pozemku bývalého koupaliště – 2. etapa ,Oblast revitalizace veřejného prostoru,Magistrát města Ostravy,435000,Mimořádná dotace;;;;
2024,Koutek světa pro děti z.s.,OUTDOOR HUB,Oblast revitalizace veřejného prostoru,Magistrát města Ostravy,499000,Mimořádná dotace;;;;
2024,  Hana Kobzová  ,Obnova fasády řádového domu ve Štítové kolonii,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,750000,KP3 - Výzva č.3 - městské domy a industriální dědictví;;;;
2024,Mgr. Marta Hloušková  ,Čistění fasády,Oblast neinvestičních dotací na zachování a obnovu kulturní památky a významné stavby,Magistrát města Ostravy,0,KP3 - Výzva č.3 - městské domy a industriální dědictví;;;;
2024,  Michal Kopec  ,Štramberská sousedům,Oblast revitalizace veřejného prostoru,Magistrát města Ostravy,319000,Mimořádná dotace;;;;
2024,Slezská lilie z.s.,Mezinárodní hudební festival Slezská lilie 2024,Oblast kultura,Magistrát města Ostravy,0,Mimořádná dotace;;;;
"2024,Mgr. Jiří  Klůc  ,""Hrdina 2. světové války z Ostravy, major Ervín Hoida - publikace v angličtině"",Oblast kultura,Magistrát města Ostravy,0,Mimořádná dotace";;;;
2024,  Zuzana Šilerová  ,Tvoříme prostor pro ZŠ a rodiny s dětmi,Oblast revitalizace veřejného prostoru,Magistrát města Ostravy,500000,Mimořádná dotace;;;;
2024,Ing. Karla Grossmannová  ,Revitalizace kontejnerového stání,Oblast revitalizace veřejného prostoru,Magistrát města Ostravy,106000,Mimořádná dotace;;;;
"2024,""Knihovna města Ostravy, příspěvková organizace"",Jsme NEzávislí!!!,Oblast prevence kriminality,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2024 včetně Podmínek pro jednotlivé oblasti";;;;
"2024,""Statutární město Ostrava, městský obvod Svinov"",Za sportem do Svinova,Oblast prevence kriminality,Magistrát města Ostravy,216000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2024 včetně Podmínek pro jednotlivé oblasti";;;;
"2024,""Statutární město Ostrava, městský obvod Michálkovice"",Hřiště pro veřejnost,Oblast prevence kriminality,Magistrát města Ostravy,130000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2024 včetně Podmínek pro jednotlivé oblasti";;;;
