Odbor,Odbor SML,Oddělení,D-P,oPar,Pol,Nas,Zdr,ÚZ,ORJ,ORG,Typ položky,Organizace,Název ORG,Skutečnost 2018,Skutečnost 2019,Schválený 2020,Upravený k 30.9.2020,Skutečnost k 30.9.2020,Návrh 2021,fond,Název fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5173,,,,1,20002000000,Cestovné (tuzemské i zahraniční),SML,Cestovné (tuzemské i zahraniční),,,30000,30000,17009,36000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5173,,,,1,21016000000,Cestovné (tuzemské i zahraniční),SML,Rozvojová osa Liberec - Zittau (ALiZi),,,10000,10000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5175,,,,1,20008000000,Pohoštění,SML,Pohoštění,,,20000,50000,17699,25000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5175,,,,1,21016000000,Pohoštění,SML,Rozvojová osa Liberec - Zittau (ALiZi),,,10000,0,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5175,,,,1,21851002900,Pohoštění,SML,Liberec plánuje chytře a zodpovědně - nepřímé nákl,,,0,2750,477,30000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5175,104,1,13013,1,21851002900,Pohoštění,SML,Liberec plánuje chytře a zodpovědně - nepřímé nákl,,,0,4000,955,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5175,104,5,13013,1,21851002900,Pohoštění,SML,Liberec plánuje chytře a zodpovědně - nepřímé nákl,,,0,34000,8113,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5179,,,,1,20189000000,Ostatní nákupy j.n,SML,Členské příspěvky,,,33000,33000,30000,33000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5179,,,,1,21787000000,Ostatní nákupy j.n,SML,Příprava strategie SML,,,0,20000,19500,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5192,,,,1,21746000000,Poskytnuté náhrady,SML,Poskytnuté náhrady,,,0,8000,4000,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5361,,,,1,20043000000,Nákup kolků ,SML,Nákup kolků,,,3000,3000,,3000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,2212,6121,,,,1,21724000000,"Budovy, haly, stavby",SML,Cyklostezka Liberec -Hodkovice nM (Turnov),,,0,100000,,250000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,2219,6121,,,,1,21242000000,"Budovy, haly, stavby",SML,Cyklotrasa -úsek za ČOV,,,100000,1197150,1112388,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,2219,6121,,,,1,21617000000,"Budovy, haly, stavby",SML,Cyklotrasa - Kolem kolem Jizerek,,,0,90000,,300000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,2219,6121,,,,1,21617004000,"Budovy, haly, stavby",SML,"Cyklotrasa Odra-NISA, úsek Machnín",,,,,,1200000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,2219,6121,,,,1,21701000000,"Budovy, haly, stavby",SML,"Cyklotrasa Košická -teplárna,přeložka sítí ČEZ",,,0,9500,5356,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,2219,6121,,,,1,21724004000,"Budovy, haly, stavby",SML,"Cyklotrasa Liberec-Hodkovice n.M.(Turnov),PD,dot.",,,,,,150000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,2310,6121,,,,1,21258000000,"Budovy, haly, stavby",SML,Vodojem Horská,,,0,60000,,20000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3111,6121,,,,110,21319000000,"Budovy, haly, stavby",MŠ Klášterní,MŠ Klášterní opHusova - energetické úspory,,,0,70000,19360,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3111,6121,,,,115,21622000000,"Budovy, haly, stavby",MŠ Malínek,MŠ Malínek – navýšení kapacit MŠ,,,0,400000,,700000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3111,6121,,,,115,21622004000,"Budovy, haly, stavby",MŠ Malínek,MŠ Malínek -navýšení kapacit MŠ-předfinancování,,,1100000,1100000,,1000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3111,6121,,,,117,21294000000,"Budovy, haly, stavby",MŠ Motýlek,Navýšení kapacit MŠ -MŠ Motýlek,,,6190000,6190000,1425899,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3111,6121,,,,117,21294004000,"Budovy, haly, stavby",MŠ Motýlek,Navýšení kapacit MŠ -MŠ Motýlek – předfin,,,11710000,11800000,11757179,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3111,6121,,,,124,21318000000,"Budovy, haly, stavby",MŠ Sedmikráska,MŠ Sedmikráska - energetické úspory,,,0,4870000,31460,5000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3111,6121,,,,124,21318004000,"Budovy, haly, stavby",MŠ Sedmikráska,MŠ Sedmikráska - energetické úspory,,,0,3400000,,500000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3111,6122,,,,117,21294000000,"Stroje, přístroje, zařízení",MŠ Motýlek,Navýšení kapacit MŠ -MŠ Motýlek,,,20000,45000,14174,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3111,6122,,,,117,21294004000,"Stroje, přístroje, zařízení",MŠ Motýlek,Navýšení kapacit MŠ -MŠ Motýlek – předfin,,,180000,320000,127568,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6121,,,,200,21326000000,"Budovy, haly, stavby",ZŠ Aloisina výšina,Bezbariérovost objektu – ZŠ Aloisina Výšina,,,500000,4650000,2756782,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6121,,,,200,21326004000,"Budovy, haly, stavby",ZŠ Aloisina výšina,Bezbariérovost objektu – ZŠ Aloisina Výšina,,,300000,3995000,3597105,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6121,,,,200,21876000000,"Budovy, haly, stavby",ZŠ Aloisina výšina,Zvýšení kvality vzdělávání - ZŠ Vrchlického,,,0,3000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6121,,,,207,21393000000,"Budovy, haly, stavby",ZŠ Kaplického,ZŠ Kaplického - energetické úspory,,,0,235000,129712,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6121,,,,208,21295000000,"Budovy, haly, stavby",ZŠ Křižanská,Navýšení kapacit MŠ -MŠ Pastelka,,,19160000,19010000,8917346,5000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6121,,,,208,21295004000,"Budovy, haly, stavby",ZŠ Křižanská,Navýšení kapacit MŠ -MŠ Pastelka – předfin,,,42190000,42190000,10309005,14000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6121,,,,210,21330000000,"Budovy, haly, stavby",ZŠ Na Výběžku,ZŠ Na Výběžku - optimalizace kapacit,,,0,6020000,86092,14300000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6121,,,,210,21330004000,"Budovy, haly, stavby",ZŠ Na Výběžku,ZŠ na Výběžku - optimalizace kapacit - předf,,,0,6000000,,4800000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6121,,,,218,21320000000,"Budovy, haly, stavby",ZŠ Vrchlického,ZŠ U Soudu - energetické úspory budovy I stupně,,,0,3000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6121,,,,218,21875000000,"Budovy, haly, stavby",ZŠ Vrchlického,Zvýšení kvality vzdělávání - ZŠ U Soudu II,,,0,3000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6122,,,,200,21326000000,"Stroje, přístroje, zařízení",ZŠ Aloisina výšina,Bezbariérovost objektu – ZŠ Aloisina Výšina,,,0,78000,77295,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6122,,,,200,21326004000,"Stroje, přístroje, zařízení",ZŠ Aloisina výšina,Bezbariérovost objektu – ZŠ Aloisina Výšina,,,0,696000,695658,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6122,,,,208,21295000000,"Stroje, přístroje, zařízení",ZŠ Křižanská,Navýšení kapacit MŠ -MŠ Pastelka,,,150000,150000,,90000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6122,,,,208,21295004000,"Stroje, přístroje, zařízení",ZŠ Křižanská,Navýšení kapacit MŠ -MŠ Pastelka – předfin,,,450000,450000,,620000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6122,,,,210,21330000000,"Stroje, přístroje, zařízení",ZŠ Na Výběžku,ZŠ Na Výběžku - optimalizace kapacit,,,0,20000,,200000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6122,,,,210,21330004000,"Stroje, přístroje, zařízení",ZŠ Na Výběžku,ZŠ na Výběžku - optimalizace kapacit - předf,,,0,80000,,5000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6125,,,,210,21330000000,Výpočetní technika,ZŠ Na Výběžku,ZŠ Na Výběžku - optimalizace kapacit,,,,,,150000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6125,,,,210,21330004000,Výpočetní technika,ZŠ Na Výběžku,ZŠ na Výběžku - optimalizace kapacit - předf,,,,,,1300000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3113,6125,,,,210,00xxxx000000,Výpočetní technika,ZŠ Na Výběžku,"Energetické úspory ZŠ Na Výběžku , 5.1b",,,,,,900000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3311,6121,,,,4,21478000000,"Budovy, haly, stavby",Divadlo F. X. Šaldy,DFX Šaldy - modernizace TZB,,,0,59290,59290,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3412,6121,,,,1,21781000000,"Budovy, haly, stavby",SML,Modernizace skokanských můstků-Ještěd,,,7500000,0,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3412,6322,,,,1,21079000000,Investiční transfery spolkům,SML,Revitalizace fotbal stadionu Vesec,,,0,3500000,3500000,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3639,6121,,,,1,21117000000,"Budovy, haly, stavby",SML,Rekultivace staré skládky- kamenolom Ruprechtice,,,0,40000,39712,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3639,6313,,,,1,21117000000,Investiční transfery nefinančním podnik.subjektům-právn.osobám,SML,Rekultivace staré skládky- kamenolom Ruprechtice,,,0,5500000,,5500000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3792,6121,,,,1,21581000000,"Budovy, haly, stavby",SML,Projekt sdílených kol,,,0,1033231,1023551,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3900,6121,,,,1,21113000000,"Budovy, haly, stavby",SML,Centrum  aktivního života,,,12540000,12540000,31360,30000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3900,6121,,,,1,21113004000,"Budovy, haly, stavby",SML,Centrum aktivního života – předfinancováno,,,16000000,25419000,,30125000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3900,6122,,,,1,21113000000,"Stroje, přístroje, zařízení",SML,Centrum  aktivního života,,,100000,100000,,100000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3900,6122,,,,1,21113004000,"Stroje, přístroje, zařízení",SML,Centrum aktivního života – předfinancováno,,,900000,900000,,200000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3900,6125,,,,1,21113000000,Výpočetní technika,SML,Centrum  aktivního života,,,,,,100000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,3900,6125,,,,1,21113004000,Výpočetní technika,SML,Centrum aktivního života – předfinancováno,,,,,,500000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,4351,6121,,,,1,21280000000,"Budovy, haly, stavby",SML,"Sociální bydlení-PD, studie, VZ - byt dům A",,,0,146000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,4351,6121,,,,1,21280004000,"Budovy, haly, stavby",SML,Sociální bydlení byt. dům A - předfinanc.,,,0,99000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,4351,6121,,,,1,21281000000,"Budovy, haly, stavby",SML,"Sociální bydlení-PD, studie, VZ - byt dům B",,,4500000,1990000,24200,4000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,4351,6121,,,,1,21281004000,"Budovy, haly, stavby",SML,Sociální bydlení města LBC - Byt dům B-předfinanco,,,0,2500000,,500000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,4351,6121,,,,1,21282000000,"Budovy, haly, stavby",SML,"Sociální bydlení-PD, studie, VZ - byt dům C",,,5000000,5000000,236555,3000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,4351,6121,,,,1,21282004000,"Budovy, haly, stavby",SML,Sociální bydlení města LBC - Byt dům C-předfinanco,,,0,4000000,,12000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,4351,6121,,,,1,21283000000,"Budovy, haly, stavby",SML,"Sociální bydlení-PD, studie, VZ - byt dům D",,,5000000,5000000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,4351,6121,,,,1,21284000000,"Budovy, haly, stavby",SML,"Sociální bydlení-PD, studie, VZ - byt dům E",,,7000000,22000000,3959806,14000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,4351,6121,,,,1,21284004000,"Budovy, haly, stavby",SML,Sociální bydlení města LBC - Byt dům E-předfinanco,,,18000000,18000000,4212750,14000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,4351,6121,,,,1,21285000000,"Budovy, haly, stavby",SML,"Sociální bydlení-PD, studie, VZ - byt dům F",,,0,10000,10000,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,4351,6121,,,,1,21748000000,"Budovy, haly, stavby",SML,Sociální bydlení města Liberec -Na Žižkově,,,5000000,7000000,717603,5000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,4351,6121,,,,1,21748004000,"Budovy, haly, stavby",SML,Sociální bydlení města Liberec -Na Žižkově-ředfin.,,,0,4600000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,4374,6121,,,,1,21867000000,"Budovy, haly, stavby",SML,Domov pro seniory Liberec,,,,,,50000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,6171,6111,,,,1,20867000000,Programové vybavení,SML,Integrovaný systém řízení SML - SW,,,80000,80000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,6171,6111,,,,1,21851002800,Programové vybavení,SML,Liberec plánuje chytře a zodpovědně - přímé náklad,,,0,65000,,110000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,6171,6111,104,1,13013,1,21851002800,Programové vybavení,SML,Liberec plánuje chytře a zodpovědně - přímé náklad,,,0,52500,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,6171,6111,104,5,13013,1,21851002800,Programové vybavení,SML,Liberec plánuje chytře a zodpovědně - přímé náklad,,,0,446250,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,6171,6121,,,,1,20264000000,"Budovy, haly, stavby",SML,Příprava projektů,,,17477686,2847246,,2000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,6171,6121,,,,1,21420000000,"Budovy, haly, stavby",SML,Uran - rekonstrukce pláště,,,0,3531500,242494,3000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,6171,6122,,,,1,21851002800,"Stroje, přístroje, zařízení",SML,Liberec plánuje chytře a zodpovědně - přímé náklad,,,0,103000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,6171,6122,104,1,13013,1,21851002800,"Stroje, přístroje, zařízení",SML,Liberec plánuje chytře a zodpovědně - přímé náklad,,,0,65000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,6171,6122,104,5,13013,1,21851002800,"Stroje, přístroje, zařízení",SML,Liberec plánuje chytře a zodpovědně - přímé náklad,,,0,552500,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,K,6171,6202,,,,1,20762000000,Nákup majetkových podílů,SML,Nákup majetkových podílů,,,0,860130,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3639,5166,,,,1,21194000000,"Konzultační, poradenské a právní služby",SML,SECAP - akční plán udržitelné energetiky,783717,,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3639,5229,,,,1,20237000000,Ostatní neinv.transfery nezisk.a podob.organizacím,SML,"Členské příspěvky - Zdravé město, členství NSZM, a",99000,99000,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5042,,,,1,21580000000,Odměny za užití počítačových programů ,SML,Podpora čisté mobility,347270,121000,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5137,,,,1,21580000000,Drobný hmotný dlouhodobý majetek,SML,Podpora čisté mobility,,6649,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5139,,,,1,21017000000,Nákup materiálu j.n,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,108,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5139,,,,1,21580000000,Nákup materiálu j.n,SML,Podpora čisté mobility,,96464,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5139,104,1,13013,1,21017000000,Nákup materiálu j.n,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,214,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5139,104,5,13013,1,21017000000,Nákup materiálu j.n,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,1813,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5164,,,,1,21580000000,Nájemné,SML,Podpora čisté mobility,,1500,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5166,,,,1,21497000000,"Konzultační, poradenské a právní služby",SML,Zkušební provoz BSS,20000,,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5168,,,,1,21580000000,Zpracování dat a služby souv. s inf. a kom.technol,SML,Podpora čisté mobility,,12100,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5169,,,,1,21017000000,Nákup ostatních služeb ,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,1309,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5169,,,,1,21497000000,Nákup ostatních služeb ,SML,Zkušební provoz BSS,842967,,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5169,,,,1,21580000000,Nákup ostatních služeb ,SML,Podpora čisté mobility,15000,99251,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5169,104,1,13013,1,21017000000,Nákup ostatních služeb ,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,2616,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5169,104,5,13013,1,21017000000,Nákup ostatních služeb ,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,22237,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5175,,,,1,21017000000,Pohoštění,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,117,,,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140032,B,3792,5175,104,1,13013,1,21017000000,Pohoštění,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,234,,,,,0,bez fondu
